8.168	-0.099459
8.169	-0.232075
8.17	-0.080969
8.171	-0.036976
8.172	-0.058654
8.173	0.09564
8.174	0.156847
8.175	0.134532
8.176	-0.051003
8.177	0.088626
8.178	0.156847
8.179	0.053878
8.18	-0.034107
8.181	0.255672
8.182	-0.045902
8.183	0.015943
8.184	0.239414
8.185	-0.203384
8.186	0.153341
8.187	-0.003185
8.188	-0.08065
8.189	0.036983
8.19	-0.041121
8.191	0.031882
8.192	-0.124006
8.193	-0.089895
8.194	-0.044946
8.195	-0.22825
8.196	-0.01753
8.197	-0.034107
8.198	0.338238
8.199	-0.178519
8.2	0.090539
8.201	0.042083
8.202	-0.107429
8.203	-0.205935
8.204	0.073325
8.205	-0.168636
8.206	0.197971
8.207	-0.069812
8.208	0.129113
8.209	0.157166
8.21	0.078425
8.211	0.01403
8.212	0.150472
8.213	0.084482
8.214	0.228894
8.215	0.161629
8.216	-0.175012
8.217	0.215186
8.218	0.1798
8.219	0.01148
8.22	0.193189
8.221	-0.164173
8.222	-0.04399
8.223	0.047184
8.224	0.029332
8.225	0.126562
8.226	-0.03857
8.227	-0.088939
8.228	-0.192545
8.229	-0.08352
8.23	-0.134845
8.231	-0.14409
8.232	-0.09659
8.233	-0.372342
8.234	0.211679
8.235	0.051328
8.236	-0.034107
8.237	-0.194139
8.238	-0.05706
8.239	-0.096909
8.24	0.171512
8.241	0.021362
8.242	0.094683
8.243	0.088626
8.244	-0.068855
8.245	0.069499
8.246	0.047184
8.247	0.071731
8.248	0.031563
8.249	0.187451
8.25	-0.14664
8.251	0.235588
8.252	-0.001591
8.253	-0.018805
8.254	0.331862
8.255	-0.161304
8.256	-0.061523
8.257	-0.100415
8.258	-0.11508
8.259	0.234951
8.26	-0.087983
8.261	-0.065986
8.262	-0.138989
8.263	-0.175968
8.264	-0.109341
8.265	-0.194458
8.266	-0.039527
8.267	-0.024225
8.268	-0.316236
8.269	0.062167
8.27	-0.156203
8.271	-0.192227
8.272	0.006698
8.273	-0.270968
8.274	0.207854
8.275	0.093727
8.276	0.128794
8.277	0.072049
8.278	-0.045902
8.279	0.044315
8.28	-0.037295
8.281	-0.061204
8.282	0.104885
8.283	0.184901
8.284	-0.06758
8.285	0.210085
8.286	-0.181707
8.287	0.30891
8.288	0.099147
8.289	-0.146321
8.29	0.030288
8.291	-0.110617
8.292	-0.119543
8.293	-0.002547
8.294	-0.028369
8.295	0.034114
8.296	-0.165448
8.297	-0.053872
8.298	-0.18075
8.299	-0.206253
8.3	-0.147915
8.301	-0.086707
8.302	0.004147
8.303	-0.122412
8.304	-0.097865
8.305	-0.21231
8.306	0.057385
8.307	-0.104241
8.308	0.177569
8.309	0.059935
8.31	0.248977
8.311	-0.064073
8.312	0.037301
8.313	0.061848
8.314	0.020724
8.315	0.03252
8.316	0.022
8.317	0.160354
8.318	-0.074275
8.319	0.383825
8.32	-0.198921
8.321	0.276074
8.322	0.205303
8.323	-0.262041
8.324	0.068862
8.325	-0.050684
8.326	-0.004779
8.327	-0.124643
8.328	-0.122093
8.329	0.078106
8.33	-0.202747
8.331	-0.060567
8.332	-0.25439
8.333	-0.256303
8.334	-0.24674
8.335	0.097234
8.336	0.057704
8.337	-0.057698
8.338	-0.360228
8.339	0.140589
8.34	-0.036658
8.341	-0.064073
8.342	0.092133
8.343	0.113811
8.344	0.078744
8.345	0.10074
8.346	0.018174
8.347	-0.021356
8.348	0.013073
8.349	-0.065349
8.35	0.109985
8.351	-0.0255
8.352	0.220286
8.353	0.10074
8.354	-0.064711
8.355	0.149515
8.356	-0.194139
8.357	-0.008604
8.358	-0.002228
8.359	0.012755
8.36	-0.097865
8.361	-0.054829
8.362	-0.134526
8.363	-0.023906
8.364	-0.034745
8.365	-0.142177
8.366	-0.35449
8.367	0.015624
8.368	-0.280531
8.369	0.094683
8.37	-0.036339
8.371	0.012117
8.372	-0.158754
8.373	-0.064073
8.374	-0.100097
8.375	0.028375
8.376	0.082888
8.377	0.141545
8.378	0.196377
8.379	-0.077781
8.38	0.072687
8.381	0.073325
8.382	-0.046859
8.383	-0.019443
8.384	0.383188
8.385	-0.116992
8.386	0.129113
8.387	0.235588
8.388	-0.298383
8.389	0.392114
8.39	0.002553
8.391	-0.166724
8.392	0.050372
8.393	0.136445
8.394	0.018812
8.395	-0.163854
8.396	-0.110298
8.397	-0.146002
8.398	-0.169593
8.399	-0.062798
8.4	-0.117311
8.401	0.076194
8.402	-0.085751
8.403	-0.205616
8.404	0.000641
8.405	-0.105197
8.406	-0.197646
8.407	0.11668
8.408	-0.183619
8.409	0.167367
8.41	0.012117
8.411	0.114767
8.412	0.087033
8.413	-0.000316
8.414	0.075875
8.415	0.092771
8.416	-0.008285
8.417	0.196696
8.418	0.26141
8.419	-0.236538
8.42	0.225068
8.421	0.055472
8.422	0.204028
8.423	0.233038
8.424	-0.163854
8.425	-0.102966
8.426	-0.038252
8.427	-0.084476
